cod_articulo,nom_articulo,clase_abc,urgencia,alerta,comprar,cant_master,inversion_usd,ventas_ult_3m,pred_esperada,objetivo,stock_seguridad,posicion,stock_fisico,en_camino,pendiente_entregar,alcance_meses,prob_demanda,tendencia,pedidos_taller_3m,meses_desde_ultima_venta,Fob
GRT75-2-SP-14,FUELTANK,A,BAJO: con cobertura,,14,1,143.0,6.0,10.8,30.8,20.0,17.0,5.0,12,0,7.9,86.0,0.9,4.0,0,10.2
COS223589-SP-17,Rotor,C,BAJO: con cobertura,,1,1,13.0,0.0,0.6,1.1,0.5,1.0,1.0,0,0,7.9,24.0,0.0,0.0,5,13.3
AC25508-SP-45,WaterDrainValve,B,BAJO: con cobertura,,7,1,8.0,11.0,5.0,14.5,9.5,8.0,8.0,0,0,7.9,60.0,1.8,0.0,1,1.1
CPWLI2008-SP-2,Pump assembly,C,BAJO: con cobertura,,1,1,6.0,0.0,3.2,5.1,1.9,5.0,5.0,0,0,7.9,54.0,0.0,0.0,4,5.9
WRH2D32-SP-9,Sleeve,C,BAJO: con cobertura,,1,1,2.0,5.0,10.8,17.9,7.1,17.0,17.0,0,0,7.9,83.0,1.4,1.0,0,1.9
CSGLI2004-SP-18,"Plastic,nozzle 2.0mm (insert  part)",C,BAJO: con cobertura,,1,1,1.0,0.0,3.2,5.7,2.6,5.0,5.0,0,0,7.9,40.0,0.0,0.0,3,1.0
CIWLI20501-SP-2,Gear box assy,C,BAJO: con cobertura,,1,1,11.0,4.0,4.4,7.2,2.8,7.0,7.0,0,0,8.0,73.0,1.6,1.0,0,11.3
GHPW2003-SP-1-57,Ignition Coil Assy,C,BAJO: con cobertura,,1,1,4.0,0.0,1.2,2.2,1.0,2.0,2.0,0,0,8.0,29.0,0.0,0.0,5,3.5
ING-MMA16028-SP-10,Dc Fan,C,BAJO: con cobertura,,1,1,1.0,1.0,3.1,5.8,2.6,5.0,5.0,0,0,8.0,63.0,0.5,5.0,0,1.1
GMT55231-SP-1-40,ELECTRICALIGNITION,B,BAJO: con cobertura,,2,1,0.0,3.0,3.1,6.8,3.7,5.0,5.0,0,0,8.0,41.0,2.0,0.0,0,0.0
GEA55221-SP-A.200,Auger200mm,A,BAJO: con cobertura,,9,1,139.0,7.0,11.1,26.7,15.6,18.0,18.0,0,0,8.1,88.0,1.2,8.0,0,15.5
RGH9028-SP-68,Rotor,B,BAJO: con cobertura,,6,1,29.0,8.0,9.3,20.4,11.1,15.0,15.0,0,0,8.1,84.0,1.4,16.0,0,4.9
AG130018-SP-11/21,Gear/Pinion,B,BAJO: con cobertura,,4,1,7.0,3.0,4.3,10.6,6.3,7.0,7.0,0,0,8.1,59.0,2.0,0.0,0,1.6
GE15005-SP-95,Ignition  Coil,C,BAJO: con cobertura,,1,1,3.0,0.0,0.6,1.2,0.5,1.0,1.0,0,0,8.1,24.0,0.0,0.0,4,2.9
RH18008-SP-19,CYLINDER,C,BAJO: con cobertura,,1,1,1.0,1.0,2.5,4.6,2.1,4.0,4.0,0,0,8.1,54.0,1.0,0.0,2,1.3
TS150078-SP-28,Left extension table,C,BAJO: con cobertura,,1,1,1.0,1.0,0.6,1.0,0.4,1.0,1.0,0,0,8.1,19.0,2.0,1.0,1,1.4
GMT55231-SP-CHAIN,CHAIN,B,BAJO: con cobertura,,6,1,0.0,7.0,4.3,12.3,8.0,7.0,7.0,0,0,8.1,68.0,1.8,0.0,0,0.0
AG9608-SP-42,Switch,A,BAJO: con cobertura,,16,1,17.0,0.0,20.8,50.0,29.2,34.0,24.0,10,0,8.2,53.0,0.0,0.0,4,1.0
PTC11002-SP-24,Blade,A,BAJO: con cobertura,,3,1,12.0,0.0,0.6,3.5,2.9,1.0,1.0,0,0,8.2,18.0,,0.0,7,4.0
HSPP41602-SP-R.H,rubber hose ,A,BAJO: con cobertura,,41,1,11.0,14.0,32.4,93.4,61.0,53.0,28.0,25,0,8.2,80.0,0.5,5.0,1,0.3
CIDLI20602-SP-5,Gear box Assy,B,BAJO: con cobertura,,10,1,62.0,6.0,13.2,31.8,18.5,22.0,0.0,22,0,8.3,80.0,0.6,0.0,1,6.2
SWP7501-SP-24/25/27,Universal Coupling/Screw/Screw cover,A,BAJO: con cobertura,,14,1,57.0,7.0,9.0,28.6,19.5,15.0,0.0,15,0,8.3,78.0,0.9,0.0,0,4.1
PDB22001-SP-6,CARBONBRUSH,A,BAJO: con cobertura,,13,1,32.0,17.0,21.2,47.1,25.9,35.0,35.0,0,0,8.3,87.0,1.6,0.0,0,2.5
PBS12001-SP-44,engine rack,B,BAJO: con cobertura,,2,1,18.0,0.0,1.2,3.5,2.3,2.0,2.0,0,0,8.3,33.0,,2.0,7,8.9
GE15005-SP-20,Cylinder  Head  Assembly,C,BAJO: con cobertura,,1,1,8.0,1.0,0.6,1.0,0.4,1.0,1.0,0,0,8.3,22.0,2.0,1.0,0,7.5
PDB17018-SP-1,Locking Lever,B,BAJO: con cobertura,,2,1,5.0,0.0,0.6,2.2,1.6,1.0,1.0,0,0,8.3,12.0,,0.0,20,2.5
PDB17008-SP-1-5,SPRING CASE ASSY,B,BAJO: con cobertura,,6,1,1.0,8.0,9.1,20.2,11.1,15.0,15.0,0,0,8.3,87.0,1.3,0.0,0,0.2
CSPLI2016-SP-16,Power Switch,C,BAJO: con cobertura,,1,1,1.0,1.0,1.2,2.2,1.0,2.0,2.0,0,0,8.3,18.0,2.0,0.0,1,0.6
CAGLI4128112-SP-40,Grinding wheel pressing plate,C,BAJO: con cobertura,,1,1,0.0,8.0,5.4,9.3,3.9,9.0,9.0,0,0,8.3,66.0,1.8,0.0,0,0.4
SPC5508-SP-40,PumpCasing,C,BAJO: con cobertura,,1,1,0.0,1.0,1.2,2.2,1.0,2.0,2.0,0,0,8.3,18.0,2.0,0.0,1,0.0
RH18008-SP-11,Teleflex,A,BAJO: con cobertura,,35,1,61.0,50.0,53.4,124.9,71.5,90.0,90.0,0,0,8.4,88.0,1.7,50.0,0,1.7
GBC5434411-SP-1-42,SparkPlug,B,BAJO: con cobertura,,21,1,33.0,32.0,61.0,123.3,62.3,103.0,78.0,25,0,8.4,91.0,1.0,5.0,0,1.6
TS15007-SP-37,Right extension table,C,BAJO: con cobertura,,1,1,2.0,2.0,1.2,2.1,0.9,2.0,2.0,0,0,8.4,32.0,2.0,2.0,1,2.4
HPWR14008-SP-16,Water connector,A,BAJO: con cobertura,,26,1,0.0,26.0,27.4,71.6,44.2,46.0,46.0,0,0,8.4,81.0,1.9,30.0,0,0.0
GHPW2103-SP-34,WATER PUMP,A,BAJO: con cobertura,,3,1,296.0,2.0,4.1,10.0,5.9,7.0,7.0,0,0,8.5,67.0,0.8,2.0,0,98.8
CSPLI2016-SP-40,Spray Rod Assembly,A,BAJO: con cobertura,,7,1,42.0,8.0,11.8,26.7,14.9,20.0,2.0,20,2,8.5,79.0,1.6,0.0,0,6.0
ING-MMA1606-SP-11,ElectrodeHolderSubassembly,A,BAJO: con cobertura,,4,1,18.0,0.0,1.2,5.6,4.5,2.0,2.0,0,0,8.5,17.0,,0.0,17,4.4
GDE50001-SP-32-20,Fuel injector,B,BAJO: con cobertura,,2,1,15.0,2.0,1.2,3.6,2.4,2.0,2.0,0,0,8.5,28.0,2.0,0.0,2,7.5
GE30005-SP-38,PISTONRINGSET,B,BAJO: con cobertura,,1,1,0.0,1.0,0.6,1.8,1.2,1.0,1.0,0,0,8.5,19.0,2.0,0.0,2,0.0
CDLI20028-SP-8,Motor,A,BAJO: con cobertura,,32,1,100.0,64.0,143.0,277.8,134.8,246.0,246.0,0,0,8.6,92.0,1.0,108.0,0,3.1
AC25508-SP-55,Safety valve,A,BAJO: con cobertura,,23,1,36.0,6.0,13.9,46.6,32.7,24.0,24.0,0,0,8.6,69.0,0.6,0.0,1,1.6
PDB13008-SP-25,piston,A,BAJO: con cobertura,,15,1,16.0,22.0,25.1,57.2,32.1,43.0,43.0,0,0,8.6,91.0,1.0,2.0,0,1.1
CSSLI202581-SP-12,Moving blade,A,BAJO: con cobertura,,7,1,12.0,0.0,1.2,8.2,7.1,2.0,2.0,0,0,8.6,26.0,,0.0,7,1.6
AG75028-SP-51,Wrench,A,BAJO: con cobertura,,14,1,4.0,16.0,29.1,63.5,34.4,50.0,0.0,50,0,8.6,90.0,1.0,15.0,0,0.3
CM30-1-SP-15,STAND TUBE,C,BAJO: con cobertura,,1,1,4.0,1.0,0.6,1.0,0.5,1.0,1.0,0,0,8.6,18.0,2.0,0.0,1,4.1
AG75028-SP-36,CarbonBrush,A,BAJO: con cobertura,,114,1,36.0,284.0,414.3,833.9,419.6,720.0,200.0,520,0,8.7,92.0,0.8,132.0,0,0.3
GLM196201-SP-B3,blade,A,BAJO: con cobertura,,10,1,35.0,1.0,9.8,26.7,16.9,17.0,2.0,15,0,8.7,72.0,0.2,0.0,2,3.5
GE30005-SP-52,STARTER,A,BAJO: con cobertura,,6,1,22.0,4.0,6.3,16.4,10.0,11.0,11.0,0,0,8.7,87.0,1.1,10.0,0,3.6
AP140016-SP-26,Rotor,B,BAJO: con cobertura,,2,1,22.0,1.0,1.1,3.0,1.9,2.0,2.0,0,0,8.7,37.0,2.0,3.0,0,11.1
RH150038-SP-77,Rotor,B,BAJO: con cobertura,,2,1,16.0,2.0,2.9,6.2,3.3,5.0,5.0,0,0,8.7,61.0,1.3,6.0,1,8.0
GBC5434411-SP-1-57,OilTankAssy,A,BAJO: con cobertura,,269,1,293.0,201.0,234.9,683.3,448.4,415.0,215.0,200,0,8.8,72.0,1.9,236.0,1,1.1
PDB13008-SP-48,Rotor,A,BAJO: con cobertura,,7,1,53.0,3.0,6.8,18.5,11.7,12.0,12.0,0,0,8.8,81.0,1.0,0.0,1,7.5
BAS3502-SP-44,Blade,A,BAJO: con cobertura,,20,1,44.0,17.0,31.8,75.5,43.7,56.0,6.0,50,0,8.8,91.0,0.9,5.0,0,2.2
WAY1A10-SP-29-35,Lower Pump Body Assy,B,BAJO: con cobertura,,2,1,23.0,2.0,2.8,6.1,3.2,5.0,5.0,0,0,8.8,47.0,2.0,5.0,0,11.4
GWP302-SP-1-16,CylinderHead,B,BAJO: con cobertura,,3,1,0.0,1.0,1.7,5.0,3.3,3.0,3.0,0,0,8.8,43.0,0.7,0.0,2,0.0
AP12008-SP-25,Stator,B,BAJO: con cobertura,,1,1,0.0,1.0,0.6,1.7,1.2,1.0,1.0,0,0,8.8,25.0,2.0,0.0,0,0.0
ING-MMA1302-SP-Q.M.C,Quick male connector assembly,A,BAJO: con cobertura,,21,1,18.0,15.0,29.1,72.8,43.7,52.0,52.0,0,0,8.9,82.0,1.4,20.0,1,0.8
RT22008-SP-S.C,Spring chuck 1/4,B,BAJO: con cobertura,,2,1,1.0,2.0,2.2,5.8,3.6,4.0,4.0,0,0,8.9,39.0,2.0,0.0,0,0.3
CIRLI2002-SP-2,GEARBOXASSY&HAMMERASSY,B,BAJO: con cobertura,,2,1,24.0,0.0,1.7,5.0,3.3,3.0,3.0,0,0,9.0,44.0,0.0,1.0,3,12.1
AC1301008-SP-56,Main Wheel,B,BAJO: con cobertura,,2,1,24.0,0.0,0.6,2.1,1.5,1.0,1.0,0,0,9.0,15.0,,0.0,7,12.1
CROSLI2001-SP-9,Chassis,A,BAJO: con cobertura,,10,1,16.0,22.0,21.6,48.5,27.0,39.0,39.0,0,0,9.0,77.0,2.0,1.0,0,1.6
VCH22111-SP-1,Brush assembly,B,BAJO: con cobertura,,2,1,14.0,0.0,1.1,3.0,1.9,2.0,2.0,0,0,9.0,28.0,0.0,0.0,3,7.2
CGTLI20018-SP-2,PCBboard,C,BAJO: con cobertura,,1,1,0.0,1.0,2.8,5.4,2.6,5.0,5.0,0,0,9.0,43.0,0.7,0.0,1,0.0
VC14301-SP-24,latch segment,C,BAJO: con cobertura,,2,1,0.0,9.0,4.9,10.2,5.3,9.0,9.0,0,0,9.1,63.0,1.6,0.0,1,0.0
GRT75-2-SP-14-CAP,FuelTankCap,B,BAJO: con cobertura,,2,1,4.0,0.0,7.0,14.8,7.8,13.0,13.0,0,0,9.2,52.0,0.0,0.0,3,2.0
HPWR18008-SP-C.B,CarbonBrush,B,BAJO: con cobertura,,3,1,3.0,1.0,11.4,23.3,12.0,21.0,21.0,0,0,9.2,75.0,0.2,0.0,1,0.9
ING-CUT401-SP-C.C,CERAMICCOVER,A,BAJO: con cobertura,,7,1,2.0,28.0,23.3,49.6,26.3,43.0,45.0,0,2,9.2,91.0,1.3,0.0,0,0.2
SPG3508-SP-20,Nozzle,B,BAJO: con cobertura,,7,1,2.0,3.0,10.8,26.2,15.4,20.0,20.0,0,0,9.2,81.0,0.9,1.0,0,0.3
CM30-1-SP-13,LOCKING PLATE,B,BAJO: con cobertura,,1,1,1.0,0.0,0.5,1.7,1.2,1.0,1.0,0,0,9.2,15.0,,0.0,16,1.0
RGH9028-2-SP-89,Carbon Brush,B,BAJO: con cobertura,,1,1,0.0,0.0,0.5,1.4,0.9,1.0,1.0,0,0,9.2,15.0,,0.0,22,0.0
AG8508-SP-2,InnerFlange,B,BAJO: con cobertura,,1,1,0.0,0.0,0.5,1.2,0.7,1.0,1.0,0,0,9.2,18.0,,0.0,18,0.0
AC25508-SP-56,pressureswitch,A,BAJO: con cobertura,,11,1,44.0,35.0,33.4,72.0,38.6,62.0,12.0,50,0,9.3,92.0,1.5,45.0,0,4.0
AG200028-SP-14/25,Gear/Pinion,A,BAJO: con cobertura,,5,1,20.0,2.0,4.8,13.4,8.6,9.0,9.0,0,0,9.3,76.0,0.8,0.0,0,4.0
HSPP41602-SP-S.A,switch assembly ,A,BAJO: con cobertura,,12,1,5.0,23.0,32.1,71.4,39.3,60.0,0.0,60,0,9.3,88.0,0.8,0.0,0,0.4
ASG1061-SP-48,Strainer,A,BAJO: con cobertura,,19,1,0.0,12.0,24.2,63.3,39.1,45.0,45.0,0,0,9.3,84.0,1.0,0.0,0,0.0
GRT75-2-SP-A.F.A,Airfilterassembly,A,BAJO: con cobertura,,5,1,99.0,4.0,3.7,12.0,8.2,7.0,7.0,0,0,9.4,65.0,2.0,6.0,0,19.8
RGH9528-2-SP-1-13,Short head,B,BAJO: con cobertura,,2,1,6.0,1.0,3.2,7.5,4.3,6.0,6.0,0,0,9.4,56.0,0.4,0.0,0,3.0
LMLI2014-SP-22,34cm Blade,B,BAJO: con cobertura,,2,1,4.0,3.0,2.1,5.7,3.6,4.0,1.0,3,0,9.4,49.0,2.0,3.0,1,2.2
PBS12001-SP-AC,Accessory,B,BAJO: con cobertura,,1,1,1.0,3.0,5.3,10.9,5.6,10.0,10.0,0,0,9.4,77.0,1.0,10.0,1,0.8
GRT75-2-SP-8-E4,Carburetor,A,BAJO: con cobertura,,13,1,138.0,9.0,7.9,27.1,19.2,15.0,5.0,10,0,9.5,74.0,1.8,9.0,0,10.6
DP133505-SP-80,Chuck,A,BAJO: con cobertura,,5,1,20.0,3.0,3.2,10.1,6.9,6.0,6.0,0,0,9.5,64.0,1.2,0.0,0,4.0
WQV1A20-SP-33,Dust Bag,A,BAJO: con cobertura,,8,1,10.0,22.0,30.5,65.2,34.7,58.0,18.0,40,0,9.5,76.0,2.0,40.0,0,1.2
RH18008-SP-1-29,Front Assembly Module,A,BAJO: con cobertura,,9,1,118.0,2.0,8.8,25.3,16.4,17.0,11.0,6,0,9.6,80.0,0.8,8.0,0,13.1
GRT75-2-SP-R.S,Recoilstarter,A,BAJO: con cobertura,,8,1,62.0,1.0,6.2,19.1,12.8,12.0,12.0,0,0,9.6,77.0,0.4,5.0,0,7.8
APLI2001-SP-19-26,Stator Assy,B,BAJO: con cobertura,,1,0,16.0,0.0,0.5,1.7,1.2,1.0,1.0,0,0,9.6,22.0,,0.0,6,16.2
GRT75-2-SP-AF,Airfilterelement,A,BAJO: con cobertura,,6,1,13.0,4.0,5.1,15.5,10.4,10.0,10.0,0,0,9.7,71.0,1.3,0.0,0,2.2
AHM006-SP-O.P.P,outerprotectionplate,A,BAJO: con cobertura,,54,1,45.0,43.0,104.2,257.1,152.9,204.0,104.0,100,0,9.8,90.0,0.7,20.0,0,0.8
GSE80001-SP-P2-5,AVR,A,BAJO: con cobertura,,3,1,32.0,1.0,1.5,5.5,3.9,3.0,3.0,0,0,9.8,43.0,1.0,0.0,0,10.8
VC13301-SP-39,Hose,B,BAJO: con cobertura,,1,1,2.0,2.0,4.1,8.6,4.5,8.0,8.0,0,0,9.8,74.0,1.0,5.0,0,1.8
GE150006ES-SP-21,Wheel,A,BAJO: con cobertura,,4,1,99.0,0.0,1.5,6.7,5.1,3.0,3.0,0,0,9.9,33.0,0.0,0.0,5,24.8
WLKP530-SP-75,Blade,B,BAJO: con cobertura,,2,1,4.0,4.0,4.0,9.8,5.8,8.0,0.0,8,0,9.9,68.0,1.6,5.0,0,1.8
DDM28001-SP-14,CarbonBrush,B,BAJO: con cobertura,,3,1,0.0,3.0,4.6,11.4,6.9,9.0,9.0,0,0,9.9,66.0,0.9,0.0,0,0.0
VC14301-SP-P.D.N,FD01PlasticDoubleNipple/Black,B,BAJO: con cobertura,,2,1,0.0,3.0,3.5,8.1,4.6,7.0,7.0,0,0,10.0,65.0,1.2,6.0,1,0.0
AC25508-SP-43/44,WheelPin/Wheel,A,BAJO: con cobertura,,4,1,11.0,4.0,3.4,10.5,7.0,7.0,7.0,0,0,10.1,59.0,2.0,10.0,2,2.8
ACN50401-SP-20,Mainpiston,B,BAJO: con cobertura,,2,1,1.0,1.0,2.5,6.5,4.0,5.0,5.0,0,0,10.1,63.0,0.7,1.0,1,0.5
RT22008-SP-C.N.12,Chuck nut 12mm,B,BAJO: con cobertura,,1,1,1.0,0.0,0.5,1.8,1.3,1.0,1.0,0,0,10.1,15.0,,0.0,6,1.1
GBC5434421-SP-2-30,ProtectCover,A,BAJO: con cobertura,,9,1,0.0,5.0,8.9,26.7,17.8,18.0,18.0,0,0,10.1,72.0,1.1,0.0,2,0.0
PL7508-SP-3,Belt,A,BAJO: con cobertura,,10,1,8.0,9.0,7.8,25.0,17.2,16.0,6.0,10,0,10.2,83.0,1.6,10.0,0,0.8
HPWR16008-SP-15,high pressure hose,B,BAJO: con cobertura,,4,1,27.0,1.0,3.9,11.7,7.9,8.0,8.0,0,0,10.3,51.0,0.7,0.0,2,6.7
AGL02301-SP-73,Presses Oil Disk,B,BAJO: con cobertura,,1,1,9.0,0.0,0.5,1.5,1.0,1.0,1.0,0,0,10.3,18.0,0.0,0.0,3,9.3
AG75028-SP-3,WheelGuard,A,BAJO: con cobertura,,4,1,2.0,15.0,25.8,56.2,30.4,53.0,33.0,20,0,10.3,91.0,1.1,15.0,0,0.6
AG75016-SP-35,Switch,A,BAJO: con cobertura,,3,1,0.0,0.0,2.9,8.2,5.3,6.0,6.0,0,0,10.3,57.0,,0.0,24,0.0
GBC5434411-SP-2-1,ClutchAssy,B,BAJO: con cobertura,,3,1,9.0,0.0,4.8,12.6,7.7,10.0,10.0,0,0,10.4,46.0,0.0,0.0,3,3.0
ING-MGT1601-SP-C,Contact tubeM6X25/0.8mm,A,BAJO: con cobertura,,132,1,24.0,188.0,169.0,487.0,317.9,355.0,355.0,0,0,10.5,86.0,2.0,100.0,0,0.2
GE150006ES-SP-1-91,GASKET,A,BAJO: con cobertura,,7,1,19.0,4.0,3.8,14.5,10.6,8.0,3.0,5,0,10.5,57.0,1.6,0.0,1,2.8
ING-MMA1302-SP-23,DcFan,A,BAJO: con cobertura,,10,1,11.0,3.0,9.5,29.8,20.3,20.0,20.0,0,0,10.5,76.0,0.8,0.0,2,1.1
GWP202-SP-7,"Cover,Casing",B,BAJO: con cobertura,,2,1,8.0,1.0,1.4,4.4,3.0,3.0,3.0,0,0,10.5,38.0,2.0,0.0,1,4.2
AC402001-SP-19,BreathPipe,B,BAJO: con cobertura,,2,1,0.0,9.0,9.1,20.3,11.2,19.0,19.0,0,0,10.5,82.0,1.3,0.0,0,0.0
GPT361-2-SP-65,CrossShaft,B,BAJO: con cobertura,,1,1,0.0,0.0,0.5,1.6,1.1,1.0,1.0,0,0,10.5,15.0,,0.0,13,0.0
GPT241-2-SP-62,Disc Pan,A,BAJO: con cobertura,,7,1,281.0,8.0,6.6,20.9,14.3,14.0,13.0,1,0,10.6,81.0,1.2,2.0,1,40.2
ING-CUT401-SP-C.G,Cutting gun,A,BAJO: con cobertura,,3,1,53.0,3.0,3.3,9.2,5.9,7.0,7.0,0,0,10.6,64.0,1.2,0.0,0,17.8
GWP202-SP-A.F.E,Air filter element,A,BAJO: con cobertura,,45,1,38.0,2.0,28.7,105.9,77.2,61.0,61.0,0,0,10.6,65.0,0.1,0.0,2,0.8
HSPP4161-SP-CUP,cup,A,BAJO: con cobertura,,36,1,7.0,11.0,38.7,117.5,78.8,82.0,82.0,0,0,10.6,88.0,0.3,0.0,0,0.2
GBC5434411-SP-2-8,EngineShaft,B,BAJO: con cobertura,,2,1,6.0,0.0,0.9,3.1,2.1,2.0,2.0,0,0,10.6,15.0,,0.0,13,2.9
DWS10508-SP-3,Viscid disc assembly,B,BAJO: con cobertura,,2,1,3.0,3.0,4.2,10.2,6.0,9.0,4.0,5,0,10.6,69.0,0.9,2.0,0,1.5
GSE50001-SP-B7-2,Fuel Tank Cover,B,BAJO: con cobertura,,2,1,0.0,4.0,1.9,5.7,3.8,4.0,4.0,0,0,10.6,52.0,2.0,0.0,1,0.0
GDW65001-SP-72,AVR,A,BAJO: con cobertura,,6,1,98.0,1.0,3.7,13.1,9.3,8.0,8.0,0,0,10.7,52.0,2.0,8.0,1,16.3
EH5001-SP-55-58,Switch&Handlecomponents,A,BAJO: con cobertura,,6,1,84.0,6.0,7.0,20.8,13.8,15.0,0.0,15,0,10.7,81.0,1.1,1.0,1,13.9
RH150028-SP-87,Rotor,A,BAJO: con cobertura,,7,1,37.0,5.0,8.0,23.7,15.8,17.0,17.0,0,0,10.7,68.0,2.0,6.0,0,5.3
CPM15008-SP-10,Mechanicalseal,A,BAJO: con cobertura,,10,1,9.0,1.0,11.1,33.3,22.2,24.0,14.0,10,0,10.8,72.0,0.2,0.0,2,0.9
CSSLI202581-SP-13,Fixed blade,A,BAJO: con cobertura,,5,1,8.0,0.0,0.9,6.8,5.8,2.0,2.0,0,0,10.9,21.0,,0.0,9,1.5
HSPP41602-SP-A.P,Accessories pack (Nozzle),A,BAJO: con cobertura,,15,0,7.0,13.0,12.9,42.8,29.9,28.0,8.0,20,0,10.9,66.0,1.9,0.0,2,0.4
GSE50001-SP-1-3-3,Piston,B,BAJO: con cobertura,,1,1,0.0,2.0,1.4,3.3,1.9,3.0,3.0,0,0,10.9,46.0,2.0,6.0,0,0.0
HPWR20008-SP-15-A,pumpassembly,A,BAJO: con cobertura,,11,1,111.0,0.0,4.5,20.6,16.0,10.0,10.0,0,0,11.0,54.0,0.0,0.0,4,10.1
DWS10501-SP-112,SandingPad,A,BAJO: con cobertura,,10,1,43.0,7.0,21.3,56.3,35.0,47.0,27.0,20,0,11.0,90.0,0.6,15.0,0,4.3
DP207505-SP-88,Chuck,B,BAJO: con cobertura,,1,1,13.0,3.0,1.8,4.8,3.0,4.0,4.0,0,0,11.0,44.0,2.0,2.0,2,12.9
WCDP512-SP-2,Drill Chuck 0.8-10mm,A,BAJO: con cobertura,,3,1,3.0,54.0,105.0,233.9,128.9,231.0,231.0,0,0,11.0,93.0,0.9,30.0,0,1.1
SPG5008-SP-S.G.A,spray gun assemblies,A,BAJO: con cobertura,,6,1,30.0,2.0,9.5,26.5,17.0,21.0,21.0,0,0,11.1,84.0,0.4,10.0,0,5.0
AC25508-SP-59,BallValve,A,BAJO: con cobertura,,12,1,15.0,15.0,17.6,50.2,32.6,39.0,39.0,0,0,11.1,82.0,0.8,0.0,0,1.2
GCS5451811-SP-38,Carburetor,B,BAJO: con cobertura,,1,1,6.0,3.0,6.8,15.5,8.8,15.0,0.0,15,0,11.1,75.0,0.8,0.0,1,6.0
SPG3508-SP-36,plasticpotring,A,BAJO: con cobertura,,23,1,2.0,11.0,49.9,133.3,83.4,111.0,61.0,50,0,11.1,90.0,0.4,0.0,0,0.1
AB8008-SP-27,DustBag,B,BAJO: con cobertura,,2,1,1.0,9.0,4.0,10.8,6.7,9.0,4.0,5,0,11.1,66.0,1.6,3.0,1,0.7
CS18538-SP-41,Rotor,A,BAJO: con cobertura,,12,1,108.0,3.0,11.6,37.5,25.9,26.0,2.0,24,0,11.2,81.0,0.4,0.0,0,9.0
SPC7508-SP-1,FloatSwitch,B,BAJO: con cobertura,,2,1,0.0,0.0,2.2,6.4,4.2,5.0,5.0,0,0,11.2,42.0,0.0,0.0,5,0.0
SPD7501-SP-2,REPUESTOSPD7501-SP-2INFLOATSWITCH,B,BAJO: con cobertura,,1,1,0.0,0.0,0.4,1.7,1.3,1.0,1.0,0,0,11.2,14.0,,0.0,10,0.0
JAP15001-SP-57,Planer Cutter,A,BAJO: con cobertura,,2,1,20.0,14.0,11.3,27.3,16.0,25.5,10.5,15,0,11.3,86.0,1.4,10.0,0,10.0
RGH9028-2-SP-77,Rotor,B,BAJO: con cobertura,,1,1,5.0,0.0,0.4,1.7,1.3,1.0,1.0,0,0,11.3,18.0,,0.0,11,4.9
GWP302-SP-13,Case Volute,B,BAJO: con cobertura,,1,1,3.0,0.0,0.9,2.9,2.0,2.0,2.0,0,0,11.3,26.0,,0.0,6,3.2
SPDB15008-SP-36,Floatswitch,B,BAJO: con cobertura,,1,1,3.0,3.0,2.2,5.2,3.0,5.0,5.0,0,0,11.4,63.0,1.5,6.0,0,3.1
CIWLI20010-SP-2,Gear Box Assy & Hammer Assy,A,BAJO: con cobertura,,2,1,23.0,0.0,0.9,3.8,2.9,2.0,2.0,0,0,11.5,31.0,,0.0,23,11.6
DDM38001-SP-L.P,Leakage protector,B,BAJO: con cobertura,,1,1,17.0,1.0,2.2,5.6,3.5,5.0,5.0,0,0,11.5,37.0,2.0,3.0,1,16.6
CCGLI2001-SP-22,PCB,B,BAJO: con cobertura,,1,1,7.0,4.0,6.5,15.5,9.0,15.0,15.0,0,0,11.5,83.0,1.6,14.0,0,7.5
GBC5434411-SP-2-16,Shaft Axis,B,BAJO: con cobertura,,1,1,4.0,3.0,3.5,8.4,4.9,8.0,8.0,0,0,11.5,52.0,2.0,5.0,0,4.0
FS3208-SP-7,wireclip,B,BAJO: con cobertura,,1,1,0.0,2.0,3.5,8.7,5.2,8.0,3.0,5,0,11.5,47.0,2.0,0.0,1,0.0
GHPW2003-SP-14,WHEEL,B,BAJO: con cobertura,,1,1,0.0,0.0,0.9,2.4,1.5,2.0,2.0,0,0,11.5,17.0,,0.0,17,0.0
GSF16-2-SP-CAR,GSF16-2-SP-CAR,A,BAJO: con cobertura,,3,1,48.0,0.0,0.9,4.0,3.2,2.0,2.0,0,0,11.6,25.0,,0.0,7,16.0
GWP302-SP-15,Casing,A,BAJO: con cobertura,,3,1,26.0,0.0,1.7,6.7,4.9,4.0,4.0,0,0,11.6,41.0,0.0,2.0,5,8.6
SS852-SP-30-8PCS,Saw blade,A,BAJO: con cobertura,,9,1,16.0,110.0,88.2,212.4,124.3,204.0,204.0,0,0,11.6,92.0,1.3,150.0,0,1.8
CABLI2003-SP-23,Pcb Asy,B,BAJO: con cobertura,,1,1,7.0,1.0,1.3,3.9,2.6,3.0,3.0,0,0,11.6,36.0,1.0,0.0,2,7.4
ID11008-SP-38,CarbonBrush,A,BAJO: con cobertura,,6,1,4.0,35.0,49.0,119.6,70.6,114.0,114.0,0,0,11.6,92.0,0.8,60.0,0,0.7
AC255011-SP-45,Pressure Gauge 40,B,BAJO: con cobertura,,1,1,1.0,0.0,0.9,2.6,1.7,2.0,2.0,0,0,11.6,27.0,0.0,0.0,4,0.7
