cod_articulo,nom_articulo,clase_abc,urgencia,alerta,comprar,cant_master,inversion_usd,ventas_ult_3m,pred_esperada,objetivo,stock_seguridad,posicion,stock_fisico,en_camino,pendiente_entregar,alcance_meses,prob_demanda,tendencia,pedidos_taller_3m,meses_desde_ultima_venta,Fob
CIWLI2001-SP-3,STATOR,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0,0,0.0,13.0,,0.0,21,2.7
CRTLI2005-SP-1,Outer Tube,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,3.0,0.0,0.7,0.7,0.0,0.0,0.0,0,0,0.0,19.0,0.0,0.0,3,2.8
ACN18641-SP-D,Main Piston Assy,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,3.0,0.0,0.8,1.6,0.7,0.0,0.0,0,0,0.0,24.0,,0.0,7,1.7
BMS14007-SP-123,Cable,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,3.0,0.0,0.4,0.7,0.3,0.0,0.0,0,0,0.0,18.0,,0.0,18,3.2
AC202411-SP-51,Check Valve,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,2.0,0.0,0.4,1.6,1.2,0.0,0.0,0,0,0.0,18.0,,0.0,11,0.9
CSPLI2001-SP-G.B,gun barrel,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,2.0,0.0,0.6,1.8,1.3,0.0,0.0,0,0,0.0,14.0,,0.0,16,0.8
PDB17026-SP-1,StopLever,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,2.0,0.0,0.9,2.9,2.0,0.0,0.0,0,0,0.0,22.0,,0.0,7,0.5
ING-MMA1805-SP-18,Quick Commector Subassembly Red,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,2.0,0.0,0.4,1.4,1.0,0.0,0.0,0,0,0.0,13.0,,0.0,20,0.8
AC202411-SP-45,Ball Valve,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,2.0,0.0,0.3,1.2,0.9,0.0,0.0,0,0,0.0,13.0,,0.0,21,0.8
AAC1408-SP-14,Pressure Gage,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,2.0,0.0,0.9,1.0,0.1,0.0,0.0,0,0,0.0,21.0,,0.0,7,1.6
CIRLI2002-SP-11,TRIGGER,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,2.0,0.0,0.4,0.3,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,15,1.5
PDB130018-SP-69,Cable 2X1Mm2 2M,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,2.0,0.0,0.5,0.3,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,13,2.0
GWP202-SP-1-37,"Gasket,CylinderHead",B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,1.0,0.0,0.6,1.9,1.3,0.0,0.0,0,0,0.0,15.0,,0.0,14,0.3
GWP202-SP-25,PackingOutlet,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,13,1,1.0,1.0,5.3,12.3,7.0,0.0,0.0,0,0,0.0,73.0,0.5,0.0,1,0.1
AC202411-SP-5,Air Filter,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,1.0,0.0,1.2,2.5,1.3,0.0,0.0,0,0,0.0,51.0,,0.0,24,0.3
VC24751-SP-74,Handrail Inner Retainer,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,0,1.0,0.0,0.4,1.5,1.1,0.0,0.0,0,0,0.0,13.0,,0.0,21,0.3
WAP3A24-SP-50,Drain Valve,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,1.0,0.0,1.6,2.1,0.5,0.0,0.0,0,0,0.0,41.0,0.0,0.0,4,0.2
VC12202-SP-29,Crevice Nozzle,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,1.0,0.0,2.1,3.6,1.5,0.0,0.0,0,0,0.0,48.0,0.0,0.0,4,0.2
GE30005-SP-37,"GASKET,CYLINDER   HEAD",C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,1.0,0.0,1.9,3.6,1.7,0.0,0.0,0,0,0.0,45.0,0.0,0.0,3,0.3
AC255011-SP-54,High Pressure Pipe,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,1.0,0.0,0.7,1.2,0.5,0.0,0.0,0,0,0.0,23.0,0.0,0.0,3,0.4
RGH6528-SP-82,Switch,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,1.0,0.0,0.7,0.5,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,15,1.3
RH150038-SP-25-V1,gear,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,1.0,0.0,0.6,0.5,0.0,0.0,0.0,0,0,0.0,19.0,,0.0,11,1.4
RS4508-SP-23,BEARING 6002,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,1.0,0.0,0.6,0.4,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,12,0.6
AAC1408-SP-15/18-20/29-30,Cylinder head assembly,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,1.0,0.0,0.8,0.6,0.0,0.0,0.0,0,0,0.0,16.0,,0.0,22,1.3
WGM1543-SP-1-42,Spark Plug,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,1.0,0.0,1.0,0.9,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,19,0.7
CRTLI2005-SP-2,Claw Sets,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,1.0,0.0,0.7,0.7,0.0,0.0,0.0,0,0,0.0,19.0,0.0,0.0,3,0.9
PC3558-SP-90,SawBlade,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,5,1,0.0,0.0,1.0,4.3,3.3,0.0,0.0,0,0,0.0,18.0,,0.0,18,0.0
GE150006ES-SP-A.C.A,AircleanerAssy,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,0.0,0.0,0.6,3.8,3.2,0.0,0.0,0,0,0.0,14.0,,0.0,11,0.0
APS1501-SP-49,Pad,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,10,1,0.0,0.0,1.7,9.1,7.4,0.0,0.0,0,0,0.0,33.0,,0.0,6,0.0
GBC5434411-SP-2-21,NylonCutter,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,6,1,0.0,0.0,1.1,5.7,4.6,0.0,0.0,0,0,0.0,16.0,,0.0,16,0.0
GDW65001-SP-71,Rectifierbridge,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,5,1,0.0,0.0,0.7,4.1,3.5,0.0,0.0,0,0,0.0,14.0,,0.0,15,0.0
GCP060-2-SP-CAR,Carburetorassembly,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,7,1,0.0,1.0,1.2,6.4,5.2,0.0,0.0,0,0,0.0,20.0,2.0,0.0,2,0.0
CSSLI2001-SP-7,DownCutterBlade,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,7,1,0.0,0.0,0.9,6.7,5.9,0.0,0.0,0,0,0.0,17.0,,0.0,10,0.0
WEL_MIG160-SP-TORCHAMIG,MIG torch for MIG160,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,5,1,0.0,0.0,0.5,4.0,3.5,0.0,0.0,0,0,0.0,12.0,,0.0,21,0.0
AG8508-SP-3,WheelGuard,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,0.4,1.7,1.2,0.0,0.0,0,0,0.0,15.0,,0.0,14,0.0
SS852-SAWBLADE4,SIERRA SS852 SAWBLAD 39D,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,0.5,1.8,1.3,0.0,0.0,0,0,0.0,14.0,,0.0,15,0.0
EN5002-SP-24,BLADE,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,5,1,0.0,0.0,1.3,4.3,3.0,0.0,0.0,0,0,0.0,17.0,,0.0,11,0.0
PDB22001-SP-5,BrushCap,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,9,1,0.0,3.0,3.7,8.9,5.2,0.0,0.0,0,0,0.0,58.0,1.2,0.0,2,0.0
VC24751-SP-S.E.H,Steel Extension Hose,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,0.5,1.4,0.9,0.0,0.0,0,0,0.0,15.0,,0.0,16,0.0
GCP060-2-SP-P.R.S,PistonRingSet,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,0.0,0.0,1.2,3.4,2.1,0.0,0.0,0,0,0.0,17.0,,0.0,17,0.0
RH10506-SP-10,StellBall7.14,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,0.0,0.0,1.5,3.2,1.7,0.0,0.0,0,0,0.0,32.0,,0.0,23,0.0
GHT5265511-SP-1-38,Carburetor Assy,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,0.4,1.4,1.0,0.0,0.0,0,0,0.0,12.0,,0.0,20,0.0
GCP060-2-SP-R.S,RecoilStarter,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,0.0,0.0,1.2,3.7,2.5,0.0,0.0,0,0,0.0,15.0,,0.0,22,0.0
GWP302-SP-1-78,FuelTank,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,0.0,0.0,3.8,3.3,0.0,0.0,0.0,0,0,0.0,77.0,,0.0,27,0.0
VC24751-SP-76,Handrail Outer Retainer,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,0.4,1.5,1.1,0.0,0.0,0,0,0.0,13.0,,0.0,21,0.2
CIDLI2002-SP-12/13,Switch&Terminal,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,0.0,0.0,2.2,3.3,1.2,0.0,0.0,0,0,0.0,78.0,,0.0,28,0.0
ING-MMA1602-SP-22,DcFan,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,12,0.0
ING-MMA1606-SP-14,QuickConnectorSubassembly2,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,1.2,1.9,0.6,0.0,0.0,0,0,0.0,18.0,,0.0,18,0.0
SS852-SAWBLADE1,SIERRA SS852 SAWBLADE 109D,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,16,0.0
CIDLI20031-SP-12/13,Switch,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,15,0.0
DP207502-SP-64,switch,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,8,0.0
CDLI2003-SP-2,DRILLCHUCK0.8-13MM,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,0.0,0.0,3.2,3.1,0.0,0.0,0.0,0,0,0.0,77.0,,0.0,26,0.0
AG90028-SP-13,GearBox,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,1.0,0.8,1.4,0.6,0.0,0.0,0,0,0.0,21.0,2.0,0.0,1,0.0
CS1858-SP-32,REPUESTOCS1858-SP-32ROTOR,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,10,0.0
GE65006-SP-34-1,SWITCHASSEMBLY,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,10,0.0
ING-MMA1602-SP-23,DcFan,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,15,0.0
JS57028-SP-8,ReciprocatingRodAssembly,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,2.0,1.6,2.1,0.5,0.0,0.0,0,0,0.0,47.0,2.0,0.0,1,0.0
VC24751-SP-75,Locknut,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0,0,0.0,13.0,,0.0,21,0.0
TS15008-SP-160,REPUESTOINGCOTS15008-SP-160SWITCH,C,ALTO: quiebra antes de que llegue el pedido,,2,1,0.0,1.0,0.7,1.2,0.5,0.0,0.0,0,0,0.0,25.0,2.0,0.0,0,0.0
GE30005-SP-39,PISTON,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,0.6,1.1,0.5,0.0,0.0,0,0,0.0,18.0,,0.0,18,0.0
PDB130018-SP-17,piston pin,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0,0,0.0,13.0,,0.0,21,0.1
ING-MMA2006-SP-10,EarthClampSubassembly,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,2.6,2.8,0.2,0.0,0.0,0,0,0.0,76.0,,0.0,26,0.0
GE30005-SP-28,AIRFILTER,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,15,0.0
AG95018-SP-11/21,Gear/Pinion,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,0.9,1.4,0.5,0.0,0.0,0,0,0.0,44.0,,0.0,24,0.0
HG2000385-SP-10,PowerCord2M,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0,0,0.0,12.0,,0.0,21,0.0
GRT75-2-SP-53-12,BellowClamp,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0,0,0.0,16.0,,0.0,6,0.0
CSSLI2001-SP-11,Pin,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0,0.0,12.0,,0.0,11,0.0
AG90028-SP-3,wheelguard,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,2.5,2.4,0.0,0.0,0.0,0,0,0.0,56.0,,0.0,24,0.0
AC25508-SP-13,Capacitor,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,3.0,2.5,0.0,0.0,0.0,0,0,0.0,78.0,,0.0,26,0.0
CS1858-SP-49,REPUESTOCS1858-SP-49SWITCH,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,12,0.0
ACS215506-SP-47,BallValve,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,1.8,2.0,0.2,0.0,0.0,0,0,0.0,75.0,,0.0,26,0.0
PBS12001-SP-54,BallBearing6001/C3-Zrs,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0,0,0.0,31.0,,0.0,23,0.0
RH18008-SP-9,OilSealFb35×51×6,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,2.7,2.9,0.2,0.0,0.0,0,0,0.0,77.0,,0.0,25,0.0
RH10508-SP-13,X-RING,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,2.6,2.6,0.0,0.0,0.0,0,0,0.0,76.0,,0.0,25,0.0
RS8008-SP-19,bearing6000,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,0.8,1.3,0.4,0.0,0.0,0,0,0.0,17.0,,0.0,17,0.0
CIDLI2002-SP-11-13,Switch&Terminal,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,2.2,2.2,0.1,0.0,0.0,0,0,0.0,78.0,,0.0,28,0.0
CSLI1651-SP-23,Pcb,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,1.6,1.6,0.1,0.0,0.0,0,0,0.0,17.0,,0.0,17,0.0
RH17001-SP-85,Stator,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,0.0,0.0,3.0,3.2,0.2,0.0,0.0,0,0,0.0,78.0,,0.0,27,0.0
AG10108-5-SP-1,OuterFlange,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0,0,0.0,13.0,,0.0,21,0.0
AG10108-5-SP-47,Wrench,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,2.6,2.7,0.1,0.0,0.0,0,0,0.0,77.0,,0.0,26,0.0
CPM15008-SP-9,Impeller,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0,0,0.0,16.0,,0.0,8,0.0
CIDLI20608-SP-2,Motor   Assy,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,3.4,2.8,0.0,0.0,0.0,0,0,0.0,77.0,,0.0,28,0.0
WLC30001-SP-48,SoftStart,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,1.2,1.9,0.7,0.0,0.0,0,0,0.0,29.0,0.0,0.0,5,0.0
WRH2D26-SP-14,Hammer,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0,0,0.0,12.0,,0.0,20,0.4
CJSLI8501-SP-25,SwitchComponents,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,1.0,1.8,0.8,0.0,0.0,0,0,0.0,28.0,0.0,0.0,4,0.0
CROSLI2001-SP-7,Motorassembly,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,15,0.0
SPG3508-SP-19,nozzlesets,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.9,0.5,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,14,0.0
RS4508-SP-17,Stator,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,1.1,1.8,0.8,0.0,0.0,0,0,0.0,32.0,0.0,0.0,4,0.0
VCRR30201-SP-17-1,LSideBrushesAssy,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0,0,0.0,16.0,,0.0,9,0.0
VCRG30261-SP-12-2,RWheelAssy,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0,0,0.0,16.0,,0.0,8,0.0
HPWR13018-SP-1,Micro switch+copper value,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,13,0.0
HPWR18008-SP-33,LANCE,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,7,0.0
HPWR15028-SP-2-29,stator,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,1.0,1.7,0.7,0.0,0.0,0,0,0.0,18.0,,0.0,18,0.0
HPWR18008-SP-32,GUN,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,1.0,2.1,2.7,0.7,0.0,0.0,0,0,0.0,38.0,2.0,0.0,1,0.0
GDE50001-SP-75,PanelAssembly,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,0.7,1.2,0.5,0.0,0.0,0,0,0.0,17.0,,0.0,18,0.0
ID6808-SP-2,Chuck,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,19,0.0
GE8002-SP-1-4,Muffler,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,3.0,1.1,2.2,1.1,0.0,0.0,0,0,0.0,39.0,2.0,3.0,1,0.0
AAC1408-SP-5,Switch,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,1.7,0.9,0.0,0.0,0.0,0,0,0.0,33.0,,0.0,23,0.5
CAGLI1152-SP-23,Motor,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,0.0,0.0,3.2,3.1,0.0,0.0,0.0,0,0,0.0,77.0,,0.0,25,0.0
GWP202-SP-1-16,CylinderHead,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,9,0.0
GE55003-SP-57,IgnitionCoil,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,14,0.0
GE55003-SP-43,Tie-RodAssembly,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,14,0.0
PDB17008-SP-9,BLOCKBLESSING,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.7,0.5,0.0,0.0,0.0,0,0,0.0,16.0,,0.0,22,0.0
AG220018-SP-26,Bearing6201,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,2.0,2.2,0.2,0.0,0.0,0,0,0.0,56.0,,0.0,24,0.0
RGH6508-SP-6-2,O-Ring,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,1.2,1.8,0.6,0.0,0.0,0,0,0.0,43.0,,0.0,24,0.0
RGH9028-SP-44,Piston,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.8,0.7,0.0,0.0,0.0,0,0,0.0,18.0,,0.0,10,0.0
RH10506-SP-100,Cable2*1.02m,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,1.5,0.8,0.0,0.0,0.0,0,0,0.0,32.0,,0.0,23,0.0
RGH9028-SP-64,33 Dens Slanting Gear,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0,0,0.0,17.0,0.0,0.0,4,0.0
CSTLI20018-SP-17/18,MOTOR,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,0.0,0.0,1.2,1.1,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,19,0.0
RGH6508-SP-21,REPUESTOSINGCORGH6508-SP-21SWITCH,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,1.9,2.3,0.4,0.0,0.0,0,0,0.0,72.0,,0.0,25,0.0
GCP100-2-SP-AF,AirFilter,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,3.0,2.9,0.0,0.0,0.0,0,0,0.0,77.0,,0.0,25,0.0
ING-CD2201-SP-11,Transformer,C,ALTO: quiebra antes de que llegue el pedido,,2,1,0.0,2.0,1.4,2.0,0.6,0.0,0.0,0,0,0.0,39.0,2.0,1.0,0,0.0
