cod_articulo,nom_articulo,padre,articulo_padre,clase_maquina,tipo_pieza,tamano,confianza,motivo
HHWB64018G-SP-C,Carframe,HHWB64018G,CARRETILLA REFORZADA 150KG RUEDA NEUMATICA INGCO HHWB64018G,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
HHWB64018G-SP-C.A,Car axle,HHWB64018G,CARRETILLA REFORZADA 150KG RUEDA NEUMATICA INGCO HHWB64018G,LARGE,SMALL,Mediano,baja,pieza no reconocida
HHWB66018-SP-A.B,accessories bag,HHWB66018,CARRETILLA RUEDA NEUMATICA 100L 150KG HHWB66018,LARGE,SMALL,Mediano,alta,
HHWB66018-SP-P.D,Post-drawing,HHWB66018,CARRETILLA RUEDA NEUMATICA 100L 150KG HHWB66018,LARGE,SMALL,Mediano,baja,pieza no reconocida
HHWM102-SP-B.V,Black visor,HHWM102,CARETA DE MANO SOLDAR DE MANO INGCO HHWM102,HAND,SMALL,Chico,baja,pieza no reconocida
HKTS42941-SP-S.J,Soft jaw,HKTS42941,"JUEGO DADOS TUBO LLAVE 94 PCS 1/2"" Y 1/4 CRIQUE INGCO HKTS42941",HAND,SMALL,Chico,baja,pieza no reconocida
HLL255245-SP-C,Charger (including cable 1.5m),HLL255245,NIVEL LASER AUTONIVELANTE 3D VERDE INGCO HLL255245,MICRO,TINY,Chico,alta,
HLL255245-SP-CLIP,Clip,HLL255245,NIVEL LASER AUTONIVELANTE 3D VERDE INGCO HLL255245,MICRO,TINY,Chico,alta,
HLL255245-SP-L.A.H,Liftable hanger,HLL255245,NIVEL LASER AUTONIVELANTE 3D VERDE INGCO HLL255245,MICRO,SMALL,Chico,baja,pieza no reconocida
HLL255267-SP-C.A.C,Charger + adapter cable,HLL255267,NIVEL LASER 3D VERDE AUTONIVELANTE PRO INGCO HLL255267,MICRO,TINY,Chico,alta,
HLL255267-SP-G.G,Green glasses,HLL255267,NIVEL LASER 3D VERDE AUTONIVELANTE PRO INGCO HLL255267,MICRO,SMALL,Chico,baja,pieza no reconocida
HLL255267-SP-P,Pedestal,HLL255267,NIVEL LASER 3D VERDE AUTONIVELANTE PRO INGCO HLL255267,MICRO,SMALL,Chico,baja,pieza no reconocida
HLL255267-SP-R.C,remote control,HLL255267,NIVEL LASER 3D VERDE AUTONIVELANTE PRO INGCO HLL255267,MICRO,SMALL,Chico,baja,pieza no reconocida
HLL255267-SP-S,Support,HLL255267,NIVEL LASER 3D VERDE AUTONIVELANTE PRO INGCO HLL255267,MICRO,SMALL,Chico,baja,pieza no reconocida
HLL255267-SP-W,Window,HLL255267,NIVEL LASER 3D VERDE AUTONIVELANTE PRO INGCO HLL255267,MICRO,SMALL,Chico,baja,pieza no reconocida
HLL255267-SP-W.S,Window,HLL255267,NIVEL LASER 3D VERDE AUTONIVELANTE PRO INGCO HLL255267,MICRO,SMALL,Chico,baja,pieza no reconocida
HLL301201-SP-W.G,Window glass,HLL301201,NIVEL LASER AUTONIVELANTE 3D VERDE A BATERIA 35MTS 16V M16 C/BATERIA + VALIJA +  ACCESORIOS,MICRO,SMALL,Chico,baja,pieza no reconocida
HLL305205-SP-P.A,pedestal,HLL305205,NIVEL LASER AUTONIVELANTE INDUSTRIAL VERDE INGCO HLL305205,MICRO,SMALL,Chico,baja,pieza no reconocida
HLL305205-SP-PCB,PCB,HLL305205,NIVEL LASER AUTONIVELANTE INDUSTRIAL VERDE INGCO HLL305205,MICRO,SMALL,Chico,alta,
HLL305205-SP-S.G,LENTESVERDESPARANIVELLASERSafetygoggles,HLL305205,NIVEL LASER AUTONIVELANTE INDUSTRIAL VERDE INGCO HLL305205,MICRO,SMALL,Chico,baja,pieza no reconocida
HLL306505-SP-C.B,Cell box,HLL306505,NIVEL LASER AUTONIVELANTE INDUSTRIAL ROJO INGCO HLL306505,MICRO,SMALL,Chico,baja,pieza no reconocida
HLL306505-SP-PCB,PCB,HLL306505,NIVEL LASER AUTONIVELANTE INDUSTRIAL ROJO INGCO HLL306505,MICRO,SMALL,Chico,alta,
HLL306505-SP-S.G,LENTESROJOSPNIVELLASERSafetygoggles,HLL306505,NIVEL LASER AUTONIVELANTE INDUSTRIAL ROJO INGCO HLL306505,MICRO,SMALL,Chico,baja,pieza no reconocida
HLLT01152-SP-T.L,rotary union,HLLT01152,TRIPODE ALUMINIO 1200MM INGCO HLLT01152,XLARGE,SMALL,Grande,baja,pieza no reconocida
HLLT01152-SP-T.Q.A,REPUESTOACOPLEPARATRIPODE,HLLT01152,TRIPODE ALUMINIO 1200MM INGCO HLLT01152,XLARGE,SMALL,Grande,media,resultado grande: verificar por impacto
HLRL30051-SP-A,Acceptor,HLRL30051,NIVEL LASER CONTROL REMOTO ROTATIVO AUTONIVELANTE HLRL30051 INGCO,MICRO,SMALL,Chico,baja,pieza no reconocida
HLRL30051-SP-PIUG,Plug,HLRL30051,NIVEL LASER CONTROL REMOTO ROTATIVO AUTONIVELANTE HLRL30051 INGCO,MICRO,TINY,Chico,alta,
HLRL30051-SP-R.C,Remote control,HLRL30051,NIVEL LASER CONTROL REMOTO ROTATIVO AUTONIVELANTE HLRL30051 INGCO,MICRO,SMALL,Chico,baja,pieza no reconocida
HLRL30051-SP-T.C.G,Top cover + glass,HLRL30051,NIVEL LASER CONTROL REMOTO ROTATIVO AUTONIVELANTE HLRL30051 INGCO,MICRO,MEDIO,Chico,alta,
HPWE30008-SP-1,SAWBLADE,HPWE30008,,HAND,SMALL,Chico,baja,maquina no encontrada
HPWE30008-SP-3,STEELARMEDHOSE,HPWE30008,,HAND,MEDIO,Chico,baja,maquina no encontrada
HPWR-ORING HOSE,Oring chico para mangueras de hidrolavadoras,ORING HOSE,,HAND,TINY,Chico,baja,maquina no encontrada
HPWR12001-SP-1,MOTORPUMPASSY,HPWR12001,HIDROLAVADORA 90 BAR 1200W INGCO HPWR12001,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
HPWR12001-SP-11,PRESSUREHOSEASSY6510,HPWR12001,HIDROLAVADORA 90 BAR 1200W INGCO HPWR12001,MEDIUM,SMALL,Chico,alta,
HPWR12001-SP-2,SWITCHKND212_2,HPWR12001,HIDROLAVADORA 90 BAR 1200W INGCO HPWR12001,MEDIUM,TINY,Chico,alta,
HPWR12001-SP-24,SECTORHEADASSY,HPWR12001,HIDROLAVADORA 90 BAR 1200W INGCO HPWR12001,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR12001-SP-25,HANDLEMERGE,HPWR12001,HIDROLAVADORA 90 BAR 1200W INGCO HPWR12001,MEDIUM,MEDIO,Mediano,alta,
HPWR12008-SP-11,PressureHoseAssy6510,HPWR12008,HIDROLAVADORA 90BAR SUPER SELECT INGCO HPWR12008,MEDIUM,SMALL,Chico,alta,
HPWR12008-SP-15,St Screw St4.8X16,HPWR12008,HIDROLAVADORA 90BAR SUPER SELECT INGCO HPWR12008,MEDIUM,TINY,Chico,alta,
HPWR12008-SP-2,SwitchKnd212_2,HPWR12008,HIDROLAVADORA 90BAR SUPER SELECT INGCO HPWR12008,MEDIUM,TINY,Chico,alta,
HPWR12008-SP-24/25,HandleMerge&SectorHeadAssy,HPWR12008,HIDROLAVADORA 90BAR SUPER SELECT INGCO HPWR12008,MEDIUM,MEDIO,Mediano,alta,
HPWR12008-SP-3,Hc8050Merge,HPWR12008,HIDROLAVADORA 90BAR SUPER SELECT INGCO HPWR12008,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR12008-SP-3-A,motor,HPWR12008,HIDROLAVADORA 90BAR SUPER SELECT INGCO HPWR12008,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
HPWR12008-SP-3-B,pump,HPWR12008,HIDROLAVADORA 90BAR SUPER SELECT INGCO HPWR12008,MEDIUM,MEDIO,Mediano,alta,
HPWR12008-SP-C.B,Carbon brush,HPWR12008,HIDROLAVADORA 90BAR SUPER SELECT INGCO HPWR12008,MEDIUM,TINY,Chico,alta,
HPWR12008-SP-E-18,AL-valve plug,HPWR12008,HIDROLAVADORA 90BAR SUPER SELECT INGCO HPWR12008,MEDIUM,TINY,Chico,alta,
HPWR12008-SP-F.K,Foam kettle,HPWR12008,HIDROLAVADORA 90BAR SUPER SELECT INGCO HPWR12008,MEDIUM,TINY,Chico,alta,
HPWR12008-SP-M.S,Micro Switch,HPWR12008,HIDROLAVADORA 90BAR SUPER SELECT INGCO HPWR12008,MEDIUM,TINY,Chico,alta,
HPWR12008-SP-V.A,valveassembly,HPWR12008,HIDROLAVADORA 90BAR SUPER SELECT INGCO HPWR12008,MEDIUM,SMALL,Chico,alta,
HPWR13018-SP-1,Micro switch+copper value,HPWR13018,HIDROLAVADORA 80BAR 1300W INDUCCION INGCO HPWR13018,MEDIUM,TINY,Chico,alta,
HPWR13018-SP-10,Rotor,HPWR13018,HIDROLAVADORA 80BAR 1300W INDUCCION INGCO HPWR13018,MEDIUM,MEDIO,Mediano,alta,
HPWR13018-SP-12,Stator,HPWR13018,HIDROLAVADORA 80BAR 1300W INDUCCION INGCO HPWR13018,MEDIUM,MEDIO,Mediano,alta,
HPWR13018-SP-17,Capacitance,HPWR13018,HIDROLAVADORA 80BAR 1300W INDUCCION INGCO HPWR13018,MEDIUM,TINY,Chico,alta,
HPWR13018-SP-18,Switch,HPWR13018,HIDROLAVADORA 80BAR 1300W INDUCCION INGCO HPWR13018,MEDIUM,TINY,Chico,alta,
HPWR13018-SP-2,Pump head assy,HPWR13018,HIDROLAVADORA 80BAR 1300W INDUCCION INGCO HPWR13018,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
HPWR13018-SP-7,Oil Seal,HPWR13018,HIDROLAVADORA 80BAR 1300W INDUCCION INGCO HPWR13018,MEDIUM,TINY,Chico,alta,
HPWR13018-SP-C.T.T,Cotton thread tube,HPWR13018,HIDROLAVADORA 80BAR 1300W INDUCCION INGCO HPWR13018,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR13018-SP-S.G,Spray gun,HPWR13018,HIDROLAVADORA 80BAR 1300W INDUCCION INGCO HPWR13018,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR14008-SP-101,CONEXIONDEENTRADAPARAHPWR14008,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR14008-SP-102,carbonbrushparahpwr14008,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-104,VALVULADECORTE,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,SMALL,Chico,alta,
HPWR14008-SP-13,Rearhousing,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
HPWR14008-SP-16,Water connector,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-24,AdjustablespraylanceYLG02.2,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR14008-SP-4-A,PUMPASSEMBLY,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,MEDIO,Mediano,alta,
HPWR14008-SP-4-B,8840MOTOR1.4KW,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
HPWR14008-SP-4-C,Whole Pump,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,MEDIO,Mediano,alta,
HPWR14008-SP-6,"O-ring,8.5×1.8",HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-C.B,CarbonBrush,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-E-17,Water Seal,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-E-23,valve assembly,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,SMALL,Chico,alta,
HPWR14008-SP-E-24,inlte tube,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR14008-SP-E-26,Oil Seal,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-E-31,small spring ?6,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-E-32,spring washer6,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-E-33,ST M6*55,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR14008-SP-E-4,Oil chamber,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR14008-SP-I.T,inltetube,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR14008-SP-INLET.VALVE,Inletvalve,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,SMALL,Chico,alta,
HPWR14008-SP-M.S,MicroSwitch,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-O.S,OilSeal,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-OUTLET.VALVE,Outletvalve,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-P.A,Piston-Assy,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,MEDIO,Mediano,alta,
HPWR14008-SP-P.T.B,Plainthrustbearing,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-Q.C,QuickConnector,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR14008-SP-V.A,valveassembly,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,SMALL,Chico,alta,
HPWR14008-SP-W.S,WaterSeal,HPWR14008,HIDROLAVADORA 130 BAR 1400W SUPER SELECT HPWR14008 INGCO 5.5L/MIN,MEDIUM,TINY,Chico,alta,
HPWR15028-SP-1,SprayGun,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR15028-SP-12,OverloadProtector,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,MEDIO,Mediano,alta,
HPWR15028-SP-13,Switch,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,TINY,Chico,alta,
HPWR15028-SP-2,HighPressureHose,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,SMALL,Chico,alta,
HPWR15028-SP-2-14,valve element,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,SMALL,Chico,alta,
HPWR15028-SP-2-17,pressure gage,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR15028-SP-2-29,stator,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,MEDIO,Mediano,alta,
HPWR15028-SP-3,WaterPipe,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,SMALL,Chico,alta,
HPWR15028-SP-4,QuickConnector,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,TINY,Chico,alta,
HPWR15028-SP-5,WaterConnector,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,TINY,Chico,alta,
HPWR15028-SP-6,pumpassembly,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,MEDIO,Mediano,alta,
HPWR15028-SP-7,Microswitch,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,TINY,Chico,alta,
HPWR15028-SP-8,Motor,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
HPWR15028-SP-CAP.,Capacitor,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,TINY,Chico,alta,
HPWR15028-SP-I.V,Inlet check valve,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,SMALL,Chico,alta,
HPWR15028-SP-O.S,Oil Seal,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,TINY,Chico,alta,
HPWR15028-SP-P.T.B,Plain thrust bearing,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,TINY,Chico,alta,
HPWR15028-SP-S.B,SOAPBOTTLE,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR15028-SP-W.S,Water Seal,HPWR15028,HIDROLAVADORA 100 BAR INDUCCION INGCO HPWR15028,MEDIUM,TINY,Chico,alta,
HPWR16008-SP-13,Water Connector,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,TINY,Chico,alta,
HPWR16008-SP-15,high pressure hose,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,SMALL,Chico,alta,
HPWR16008-SP-16,lance,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR16008-SP-17,gun,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR16008-SP-2-1,HC8040HB motor,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
HPWR16008-SP-2-15,YLP11 pump,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,MEDIO,Mediano,alta,
HPWR16008-SP-2-16,Pump Head Kit,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,MEDIO,Mediano,alta,
HPWR16008-SP-2-18,Water Seal,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,TINY,Chico,alta,
HPWR16008-SP-2-19,Inlet valve,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,SMALL,Chico,alta,
HPWR16008-SP-2-24,valve assembly,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,SMALL,Chico,alta,
HPWR16008-SP-2-27,Piston-Assy,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,MEDIO,Mediano,alta,
HPWR16008-SP-2-3,gear box kit,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,MEDIO,Mediano,alta,
HPWR16008-SP-2-32,micro switch assy,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,TINY,Chico,alta,
HPWR16008-SP-4,Switch,HPWR16008,HIDROLAVADORA 140BAR 1600W - HPWR16008 INGCO,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-17,Switch,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-19,"O-ring,8.5×1.8",HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-21,Fronthousing,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
HPWR18008-SP-22,Swith deck,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR18008-SP-23,Switch button,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-24,Handle,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,MEDIO,Mediano,alta,
HPWR18008-SP-28,High pressure holder,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR18008-SP-32,GUN,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR18008-SP-33,LANCE,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,SMALL,Chico,baja,pieza no reconocida
HPWR18008-SP-35,Highpressurehose,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,SMALL,Chico,alta,
HPWR18008-SP-39-A,pump  assembly,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,MEDIO,Mediano,alta,
HPWR18008-SP-39-B,MOTOR,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
HPWR18008-SP-39-C,WholePump,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,MEDIO,Mediano,alta,
HPWR18008-SP-40,Pumpbase,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
HPWR18008-SP-44,Waterconnector,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-5,Cable2*1.05m,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-C.B,CarbonBrush,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-C.V.A.S,chiefvalveassywithselfsuction,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,SMALL,Chico,alta,
HPWR18008-SP-E-20,Oil Seal,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-E-21,Sealing Base,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
HPWR18008-SP-E-22,Piston-Assy,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,MEDIO,Mediano,alta,
HPWR18008-SP-E-23,chief valve assy,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,SMALL,Chico,alta,
HPWR18008-SP-E-26,valve assembly,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,SMALL,Chico,alta,
HPWR18008-SP-E-3,Gear Box Kit,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,MEDIO,Mediano,alta,
HPWR18008-SP-E-6/E-7,ST screw M8*20&spring washer,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-INLET,Inletvalve,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,SMALL,Chico,alta,
HPWR18008-SP-INLET.VALVE,Inletvalve,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,SMALL,Chico,alta,
HPWR18008-SP-M.S,MicroSwitch,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-O.R,O-ring,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-O.S,OilSeal,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-OUTLET,Outletvalve,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
HPWR18008-SP-OUTLET.VALVE,Outletvalve,HPWR18008,HIDROLAVADORA 150BAR 1800W MOTOR A CARBONES 6.0 L/MIN INGCO HPWR18008,MEDIUM,TINY,Chico,alta,
